,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1634,Raga Pahadi - Punjabi Folk Dhun - Dadra Tal,Mountain Breeze,Shivkumar Sharma,1991-08-01,426493,20,0.581,0.316,0.732,0.908,0.0642,-12.673,0.0397,145.055,0.893
1635,Dream Scene,Wonderwall Music (Remastered),George Harrison,1968-11-01,327226,0,0.259,0.831,0.237,0.0234,0.136,-18.944,0.0434,119.164,0.15
1636,Creepers,The Moomins,Graeme Miller,2017-02-03,59172,0,0.682,0.994,0.0662,0.943,0.275,-14.018,0.0938,114.066,0.432
1637,Infinity,Mannekind,Shelly Manne,1991-08-01,43023,9,0.584,0.994,0.0457,0.964,0.0831,-33.822,0.0344,97.55,0.722
1638,Swimmer,Ringer,Four Tet,2008-03-31,520977,0,0.185,0.932,0.731,0.913,0.18,-9.85,0.041,127.001,0.0359
1639,Love Cry - Joy Orbison Remix,There Is Love in You (Expanded Edition),Four Tet,2010,295508,0,0.42,0.684,0.534,0.832,0.109,-10.279,0.224,202.081,0.093
1640,Before You Sleep,HEK027,Bruce,2017-02-10,265828,9,0.345,0.687,0.313,0.935,0.109,-16.77,0.062,191.283,0.0776
1641,Morning In Tokyo,Pacific Bridge,Richard Crandell,2014-05-28,177853,5,0.612,0.942,0.309,0.795,0.152,-9.062,0.0812,112.753,0.296
1642,Warm River,Wayfaring Strangers: Guitar Soli,Various Artists,2008-01-15,214200,0,0.433,0.861,0.306,0.904,0.134,-11.315,0.0668,133.089,0.0966
1643,Graveyard - 2007 Remaster,The Full Circle,Forest,2007,345613,22,0.469,0.689,0.159,4.39e-05,0.282,-12.281,0.0425,64.4,0.169
1644,"Music box, tuning fork",Shuffle,Machinefabriek,2009-04-09,66171,0,0.478,0.758,0.0207,0.888,0.0899,-31.598,0.0616,76.68,0.036
1645,Heartburn Walz,Charlie Brown's Holiday Hits (Remastered),Vince Guaraldi Trio,1998-01-01,156333,0,0.344,0.982,0.09,0.792,0.133,-19.438,0.0338,186.792,0.183
1646,Ruler of My Heart,Ruler of My Heart,Irma Thomas,2013-08-19,160542,5,0.629,0.878,0.316,0.00719,0.183,-9.507,0.0266,94.482,0.572
1647,Rainfall on Red Earth,The Soniferous Garden,Auntie Flo,2017-02-03,980810,0,0.772,0.0231,0.385,0.676,0.104,-13.399,0.0512,120.014,0.215
1648,I'll Wait For You,Strange Worlds In My Mind (Space Poetry Volume One),Sun Ra,2010,83486,4,0.522,0.828,0.217,0.000131,0.131,-15.605,0.0857,89.708,0.794
1649,The Ballad of Dorothy Parker,"Sign ""O"" the Times",Prince,1987-03-30,235453,39,0.89,0.287,0.577,0.00291,0.111,-12.561,0.0709,102.855,0.867
1650,Help Me,Court and Spark,Joni Mitchell,1974-01-17,204320,0,0.579,0.484,0.536,5.4e-05,0.0937,-10.035,0.0388,81.868,0.67
1651,Okonkole y Trompa,Jaco Pastorius,Jaco Pastorius,1976,265040,0,0.608,0.936,0.425,0.953,0.108,-23.896,0.0399,107.805,0.976
1652,Slow Change - Remastered,Now!,Bobby Hutcherson,2004-01-01,437053,10,0.339,0.315,0.558,1.46e-06,0.0964,-9.348,0.0336,98.982,0.506
1653,Hana,Leaf 20 Box Set Highlights,Various Artists,2015-10-21,403426,0,0.325,0.0659,0.666,0.0123,0.0909,-10.538,0.0598,143.342,0.061
1654,Ribbons,Ringer,Four Tet,2008-03-31,322681,0,0.687,0.00063,0.75,0.00329,0.0805,-11.466,0.0557,131.992,0.662
1655,Menace,Cold Mission,Logos,2013-11-18,239591,3,0.73,0.087,0.432,0.13,0.0885,-9.166,0.415,90.36,0.1
1656,RVK,RVK,Nathan Fake,2017-02-01,325213,3,0.288,0.181,0.914,0.000214,0.388,-6.161,0.257,74.463,0.336
1657,Di - Li - Do,Le Mystere Des Voix Bulgares Vol.2,Bulgarian State Television Female Choir,1988,82506,15,0.387,0.952,0.299,0.0,0.112,-15.243,0.067,99.915,0.113
1658,Song To The Siren (Remastered),It'll End In Tears (Remastered),This Mortal Coil,1984,211093,0,0.216,0.843,0.24,6.09e-06,0.135,-12.598,0.0406,128.679,0.0875
1659,The Meaning Of Love,We Could Be Flying,Karin Krog,1974,307760,0,0.496,0.625,0.652,0.0927,0.105,-12.204,0.0339,109.808,0.838
1660,Smiling Faces,East of Underground,Various Artists,2007-05-09,384146,19,0.771,0.865,0.454,0.0739,0.0833,-14.251,0.0682,101.082,0.687
1661,It's Time To Break Down,New Ways But Love Stays,The Supremes,1970-10,312946,0,0.364,0.52,0.657,0.0001,0.237,-9.231,0.0324,199.093,0.96
1662,Dooyo,Volume 5,Dur-Dur Band,2013-03-19,229735,0,0.73,0.903,0.41,0.922,0.122,-10.186,0.481,120.867,0.885
1663,Phylyps Trak II/II,Phylyps Trak II,Basic Channel,1994,793619,0,0.87,1.83e-05,0.707,0.962,0.0422,-11.659,0.119,127.888,0.147
1664,Peace for Earth,Pink,Four Tet,2012-08-20,682608,0,0.406,0.954,0.306,0.9,0.145,-15.94,0.0362,120.677,0.143
1665,Taqsīm Maqām Ājam,When the Soul is Settled: Music of Iraq,Rahim AlHaj,2006-10-24,531626,20,0.469,0.948,0.355,0.878,0.108,-12.309,0.122,88.997,0.603
1666,"Furaha, Happiness",Baijun Ballads: Somali Songs in Swahili,Hussein Shiekh and the Radio Mogadiscio Swahili Singers,1971-01-01,377533,4,0.513,0.885,0.381,1.79e-05,0.157,-9.842,0.0461,167.071,0.754
1667,Leila,Back From The Brink: Pre-Revolution Psychedelic Rock From Iran: 1973-1979,Kourosh Yaghmaei,1976-05-28,267826,37,0.66,0.936,0.351,0.327,0.101,-10.716,0.0326,94.514,0.35
1668,Seeb,Gollake Cheshat - Persian Music,Simin Ghanem,1999-09-22,354493,34,0.371,0.791,0.569,0.0,0.117,-4.641,0.0345,135.821,0.185
1669,Dabaylaha (Remix),Asma,Hassan Aden Samatar,2009-10-03,415320,12,0.849,0.438,0.748,0.0163,0.455,-6.722,0.101,90.999,0.963
1670,Cheshmaye Tou,Harir,Martik,1990-01-27,173093,8,0.509,0.767,0.513,0.0,0.402,-12.659,0.0507,124.647,0.964
1671,Personal Song (Somali Woman),Folk Music and Ceremonies of Ethiopia,Various Artists,1974-01-01,153906,4,0.425,0.97,0.25,1.1e-06,0.337,-17.313,0.367,100.408,0.804
1672,Indian Film Song,The Yemen Tihama: Trance & Dance Music from the Red Sea Coast of Arabia,Various Artists,2002-01-01,108106,0,0.519,0.911,0.357,0.00177,0.0438,-11.592,0.045,93.88,0.766
1673,Qalb Qalbi سارية السواس قلب قلبي,New Arabic Songs,Various Artists,2013-05-26,286348,0,0.579,0.325,0.859,0.0,0.0315,-6.269,0.288,204.059,0.907
1674,Wenu Wenu,Wenu Wenu,Omar Souleyman,2013-10-21,420773,37,0.593,0.0168,0.873,0.0166,0.106,-7.466,0.0342,117.903,0.84
1675,Labej,Yemen : Music from the Heart of Arabia,Various Artists,2005-10-10,144466,3,0.661,0.763,0.934,0.0837,0.134,-7.211,0.0843,118.682,0.822
1676,Madafan,The Freedom Songs of the Somali Republic,Abdullah Kershi and Ahmed Sherif,1962-01-01,308960,3,0.631,0.862,0.168,0.0,0.0821,-17.854,0.14,116.142,0.716
1677,Khaar,Rangarang,Various Artists,2011-11-14,417226,0,0.249,0.125,0.412,0.0383,0.0541,-9.566,0.0307,104.498,0.132
1678,Mutawal,Yemen: Traditional Music of the North,Various Artists,2015-01-27,206093,3,0.669,0.928,0.38,0.841,0.0742,-18.579,0.0394,104.671,0.852
1679,Libya: Goumri Oueld Eddounane,Folk Music of the Mediterranean,Various Artists,1952-01-01,198186,2,0.372,0.925,0.191,5.8e-06,0.953,-14.972,0.252,64.336,0.636
1680,Manyang Wet Himself,"Music of the Sudan: The Role of Song and Dance in Dinka Society, Album Three: Burial Hymns and War Songs",Various Artists,1976-01-01,89546,2,0.615,0.995,0.0227,0.77,0.111,-26.389,0.13,66.05,0.628
1681,Halil: Halil (Yemen),"Music of the Oriental Jews from North Africa, Yemen Bukhara",Various Artists,2014-06-03,119900,3,0.552,0.95,0.0843,0.592,0.203,-17.693,0.112,68.189,0.701
1682,Angel Echoes - Jon Hopkins Remix,There Is Love in You (Expanded Edition),Four Tet,2010,306712,0,0.681,0.523,0.317,0.917,0.384,-14.024,0.0401,115.028,0.158
1683,Basheeba,Soul Jazz Records Presents VENEZUELA 70: Cosmic Visions Of A Latin American Earth - Venezuelan Experimental Rock In The 1970s,Various Artists,2016-06-24,267213,0,0.612,0.0282,0.552,0.795,0.268,-11.219,0.0264,140.283,0.884
1684,Oooh Baby,Creative Musicians 2,Various Artists,2005-05-16,216960,0,0.735,0.0275,0.809,0.00627,0.112,-6.834,0.0421,100.561,0.735
1685,Keep Her Happy,Henry Stone's Miami Sound - The Record Man's Finest 45s,Various Artists,2015-06-29,158917,16,0.7,0.0443,0.914,1.09e-05,0.109,-9.348,0.0455,112.494,0.965
1686,Illusion - Alternate Take,The Capitol Vaults Jazz Series,Andrew Hill,2005-01-01,390240,23,0.511,0.749,0.215,0.861,0.155,-18.949,0.0425,82.85,0.504
1687,Tree Memories,Emerald,Elve,2010-08-27,548080,16,0.0994,0.941,0.0789,0.937,0.348,-27.76,0.0361,82.662,0.0373
1688,Vaporware 04,Plays Bee Mask,Donato Dozzy,2013-08-26,323025,14,0.668,0.332,0.994,0.899,0.0769,-10.565,0.038,113.98,0.738
1689,The Bold Grenadier,A Fair Field,The Memory Band,2016-11-25,244457,4,0.544,0.943,0.111,0.165,0.15,-17.522,0.0377,91.301,0.25
1690,Zion Hill,Love Cry / The Last Album,Albert Ayler,2011-01-01,363920,0,0.24,4.31e-05,0.595,0.83,0.115,-11.246,0.0559,73.338,0.514
1691,Angel Echoes,There Is Love in You (Expanded Edition),Four Tet,2010,239432,0,0.651,0.514,0.529,0.0187,0.738,-8.598,0.0357,114.998,0.154
1692,Women of the World,Privilege,Ivor Cutler,1983,228266,16,0.392,0.995,0.061,0.000191,0.0749,-11.996,0.0519,74.33,0.036
1693,Battle At Armageddon,Universal Consciousness,Alice Coltrane,1971-01-01,439333,0,0.203,0.153,0.633,0.00712,0.111,-14.626,0.0832,61.008,0.39
1694,Life Is Not Easy,Jackpot Presents King Tubby Rarities,Various Artists,2011-11-23,232586,0,0.813,0.000437,0.451,1.49e-06,0.21,-9.233,0.0416,129.162,0.912
1695,The Cycle Of Abuse,Does It Look Like I'm Here?,Emeralds,2010-05-24,299226,0,0.191,0.892,0.389,0.914,0.126,-15.213,0.0317,85.612,0.144
1696,Aria,The University of Southern Mississippi 2003 Carillon Handbell Choir,USM 2003 Carillon Handbell Choir,2012-01-01,151440,3,0.267,0.837,0.0463,0.000622,0.338,-28.612,0.0349,82.105,0.178
1697,Body Drive,Body Drive EP,Hodge,2016-11-25,434822,5,0.621,0.509,0.583,0.9,0.116,-12.558,0.0377,120.018,0.707
1698,Laptop (feat. Manga),Godfather,Wiley,2017-01-13,178680,0,0.826,0.00687,0.947,4.06e-06,0.0533,-3.392,0.188,135.816,0.586
1699,Time & Space - 2011 Rub,Time & Space,Gerd,2011-05-12,341734,4,0.889,0.00275,0.563,0.88,0.0889,-10.811,0.149,123.989,0.846
1700,Calypso Rock,Strange Breaks & Mr Thing,Mr Thing,2008-04-22,217373,0,0.522,0.293,0.798,0.862,0.136,-9.162,0.0791,118.293,0.625
1701,Ire,Afro Baby: The Evolution of the Afro-Sound in Nigeria 1970-79,Various Artists,2004-04-05,201840,0,0.748,0.0897,0.424,0.00526,0.224,-13.525,0.0814,105.191,0.71
1702,"Chaudhvin Ka Chand Ho - From ""Chaudhvin Ka Chand""",Magical Mohd. Rafi,Mohammed Rafi,2015-12-17,223506,0,0.524,0.899,0.28,0.0,0.144,-7.078,0.0289,97.694,0.525
1703,Bhimpalasri Alap,Afternoon Ragas,Nikhil Banerjee,1970-01-01,640400,22,0.261,0.885,0.0359,0.000145,0.163,-28.274,0.0318,105.831,0.288
1704,Love's Gonna Pack up and Walk Out,Soul Grooves Vol. 3,Various Artists,2001,194333,0,0.75,0.636,0.334,0.0,0.169,-9.76,0.128,142.055,0.763
1705,Slippin' Around,Loving on the Flipside,Various Artists,2012-09-25,250280,16,0.525,0.257,0.678,0.261,0.32,-6.972,0.0461,154.633,0.596
1706,Seven Years,The Young Mods' Forgotten Story,The Impressions,1969,144600,27,0.574,0.341,0.642,8.06e-05,0.477,-9.966,0.0449,94.575,0.944
1707,Afe Ato Yen Bio,Afro-Beat Airways: Ghana & Togo 1974-1978 (Analog Africa No. 8),Various Artists,2010-08-02,282070,41,0.814,0.404,0.856,0.000164,0.147,-4.97,0.0404,122.312,0.95
1708,Sie Koumgolo,Sie Koumgolo,Coulibaly Tidiane & Dafra Star,2016-09-12,247226,0,0.462,0.75,0.858,0.333,0.0851,-8.062,0.102,133.515,0.96
1709,Orientasie,Mobilisation generale (Protest and Spirit Jazz from France 1970-1976),Various Artists,2013-12-02,259986,0,0.481,0.396,0.526,0.151,0.0756,-9.943,0.0584,95.288,0.796
1710,Young Godz,The Lost Generation,Shyheim,1996-01-01,309040,14,0.626,0.289,0.779,0.0,0.488,-7.814,0.361,92.366,0.64
1711,Beats To The Rhyme - Instrumental,Tougher Than Leather (Expanded Edition),Run–D.M.C.,1988-09-16,162133,18,0.761,0.00026,0.752,0.0106,0.0989,-6.909,0.188,103.009,0.461
1712,Winona,Winona,DJ BORING,2017-05-26,511031,0,0.656,0.0387,0.693,0.83,0.111,-7.876,0.0703,122.028,0.158
1713,A Thousand Nights - Dubfire Quiet Storm Remix,"A Thousand Nights, Pt. 3",Gregor Tresher,2008-04-30,468039,0,0.8,0.00103,0.688,0.914,0.114,-9.118,0.0559,125.995,0.404
1714,Shishapangma,The Epic of Everest,Simon Fisher Turner,2013-10-21,681813,0,0.496,0.416,0.124,0.719,0.0865,-32.387,0.0399,120.303,0.036
1715,Celestial Blues,Harlem Bush Music - Uhuru,Gary Bartz Ntu Troop,2004-01-01,454560,0,0.572,0.236,0.51,0.000809,0.0884,-12.823,0.328,92.923,0.738
1716,Turn Off the Lights,"DISCO - 100 Hit's - Dance floor fillers from the 70s and 80s inc. The Jacksons, Boney M & Earth Wind & Fire",Various Artists,2013-06-21,421786,14,0.585,0.099,0.57,0.000183,0.102,-8.727,0.177,104.954,0.841
1717,The Empress And The Ukraine King,Unlimited Edition (Remastered),CAN,2011,281840,0,0.587,0.323,0.927,0.00191,0.282,-6.456,0.0386,100.929,0.665
1718,Sound Industrial n°2,Space Oddities: Studio Ganaro (1972-1982),Nino Nardini,2016-05-27,122800,0,0.787,0.512,0.791,0.195,0.045,-6.824,0.0907,160.202,0.96
1719,Cuss Cuss,"Soul Jazz Records Presents 100% Dynamite! Ska, Soul, Rocksteady and Funk in Jamaica",Soul Jazz Records Presents,2015-09-25,385506,0,0.866,0.0152,0.564,0.000379,0.199,-8.301,0.185,142.849,0.726
1720,Seperation,Dub From the Ghetto,Scientist,2006,331653,0,0.746,0.000752,0.397,0.000934,0.295,-10.882,0.0642,140.038,0.583
1721,Sleeping Braid,"Gamelan in the New World, Vol. 1",Gamelan Son of Lion,1979-01-01,132213,4,0.51,0.945,0.411,0.304,0.102,-20.383,0.0488,118.049,0.0464
1722,Qanun Solo,Kpm 1000 Series: Middle East Suite / India,Various Artists,1976-01-01,72132,3,0.481,0.842,0.435,0.965,0.281,-12.813,0.0459,114.151,0.73
1723,Strange Beauty - Instrumental,Min Bul,Min Bul,1970-01-01,346920,5,0.427,0.239,0.637,0.805,0.11,-12.242,0.0379,103.34,0.772
1724,Eterna Presencia,De las Colonias del Rio de la Plata,Viejas Raíces,1976-12-01,278906,0,0.678,0.961,0.03,0.913,0.0808,-21.354,0.0465,72.232,0.0892
1725,I Don't Think I'll Ever Love Another,Loving on the Flipside,Various Artists,2012-09-25,229853,17,0.498,0.695,0.625,0.000825,0.0775,-5.891,0.0637,132.234,0.388
1726,Cylo,Serum,Skee Mask,2014-10-17,253841,0,0.767,0.0238,0.678,0.897,0.199,-17.443,0.0893,133.77,0.0369
1727,Get Together - James Holden Remix,Get Together,Madonna,2006-05-30,480786,10,0.785,0.0148,0.652,0.226,0.11,-11.408,0.118,119.963,0.163
1728,Theme,Tides,Arovane,2000-06-01,220533,0,0.559,0.00016,0.825,0.828,0.0691,-6.809,0.0363,82.012,0.78
1729,Caecilia,Endless Summer,Fennesz,2001,233158,21,0.213,0.58,0.511,0.573,0.326,-10.618,0.0698,172.434,0.363
1730,Obadiah,"Imaginational Anthem, Vol. 8: The Private Press",Various Artists,2016-09-16,334400,6,0.554,0.985,0.224,0.946,0.127,-15.449,0.0428,96.166,0.42
1731,Tzotzil - Bolonchon,Indian Music of Mexico,Various Artists,1952-01-01,152173,4,0.511,0.964,0.252,0.0102,0.201,-17.098,0.0578,121.824,0.673
1732,African Sleigh Ride,Vince Guaraldi and the Lost Cues From the Charlie Brown TV Specials,Vince Guaraldi,2006-01-01,98760,16,0.595,0.265,0.177,9.1e-05,0.113,-17.265,0.0421,157.262,0.768
1733,Comrades,The Stark Reality Discover Hoagy Carmichael's Music Shop,Stark Reality,2003-01-01,391212,0,0.374,0.186,0.753,0.883,0.372,-12.144,0.0466,92.618,0.534
1734,Stay The Night,The Emancipation of Mimi,Mariah Carey,2005-01-01,237266,26,0.649,0.0328,0.766,0.0,0.341,-5.554,0.0699,89.209,0.516
1735,Twice The First Time,Xen Cuts,Various Artists,2000-09-18,272973,11,0.715,0.852,0.562,6.25e-06,0.0661,-9.818,0.485,92.988,0.575
1736,Still Tippin' (feat. Slim Thug and Paul Wall),The American Dream,Mike Jones,2007,271053,50,0.86,0.0361,0.861,4.07e-05,0.113,-7.131,0.307,143.184,0.79
1737,"Hellz Wind Staff (feat. Streetlife, Ghostface Killah, Inspectah Deck, Method Man, RZA & Raekwon)",Wu-Tang Forever,Wu-Tang Clan,1997-06-03,292226,39,0.737,0.00735,0.809,0.0,0.25,-8.742,0.288,102.318,0.683
1738,Prelude No. 8 (To The Memory of Edgard Varese),Columbia-Princeton Electronic Music Center 1961-1973,Various Artists,1998-01-01,239800,4,0.32,0.963,0.00449,0.868,0.0941,-30.082,0.0424,67.376,0.0379
1739,Guinnevere,Circle In The Round,Miles Davis,1979-11,1085800,14,0.354,0.715,0.287,0.119,0.0846,-15.221,0.0344,111.211,0.202
1740,Africa,Voodoo,D'Angelo,2000-01-01,373600,0,0.734,0.624,0.336,0.0849,0.637,-10.309,0.214,94.824,0.361
1741,Bijie Dream,Love Streams,Tim Hecker,2016-04-08,136979,0,0.351,0.82,0.316,0.715,0.12,-9.984,0.0319,112.011,0.246
1742,Niobe,Andorra,Caribou,2007,531400,0,0.471,0.472,0.417,0.882,0.109,-12.755,0.0322,126.93,0.0976
1743,1998 - Extended Mix,1998,Binary Finary,1998,479016,39,0.502,0.00107,0.815,0.567,0.162,-7.481,0.0367,150.014,0.532
1744,Win In The Flat World,Persona,Lorenzo Senni,2016-11-11,293312,0,0.686,0.347,0.859,0.836,0.341,-9.472,0.0835,170.126,0.539
1745,untitled,Ovalprocess,Oval,2000-06-20,230373,0,0.591,0.841,0.438,0.886,0.0994,-17.135,0.0287,111.719,0.174
1746,Sutedja,Slag Boom Van Loon,Slag Boom Van Loon,1998-10-26,281733,5,0.743,0.892,0.441,0.909,0.134,-16.522,0.381,198.245,0.519
1747,I'm Clean Now,Paradise Valley,Grouper,2016-12-21,174370,44,0.235,0.911,0.041,0.977,0.319,-25.638,0.0387,66.127,0.0342
1748,Makondi,The Light Years of the Darkness,Emanative,2015-03-16,236842,0,0.837,0.305,0.489,0.917,0.519,-18.556,0.119,125.508,0.486
1749,Krypton Tunning,The Great Swimming Pool of Liberation,Fiium Shaarrk,2015-06-15,329560,3,0.648,0.125,0.353,0.851,0.102,-18.709,0.0467,107.976,0.203
1750,XMAS_EVET1 N,MARCHROMT30a Edit 2b 96,Aphex Twin,2015-04-06,309827,0,0.539,0.357,0.602,0.911,0.098,-11.19,0.0956,119.979,0.789
1751,Elementz of Houz Music - Actress Mix 1,Elementz of Houz Music (Actress Mixes),Legowelt,2013-05-06,309285,8,0.655,0.131,0.811,0.408,0.0521,-9.973,0.119,121.984,0.387
1752,Greensleeves,Tongues,Kieran Hebden,2007-03-18,161146,5,0.404,0.863,0.416,0.632,0.112,-17.093,0.0373,82.644,0.3
1753,Creation,Creation,Itopia,2008-06-01,177526,0,0.681,0.671,0.603,0.00746,0.19,-9.194,0.136,145.536,0.839
1754,Creation Dubwise,Creation,Itopia,2008-06-01,157797,0,0.631,0.282,0.515,0.829,0.1,-10.376,0.0568,145.641,0.526
1755,Rien Ne Va Plus,Funk Factory,Funk Factory,1976,316920,35,0.46,0.107,0.684,3.76e-05,0.255,-8.688,0.0716,166.706,0.523
1756,LAX To JFK,Yessir Whatever,Quasimoto,2013-06-25,203880,0,0.796,0.21,0.429,0.0,0.115,-10.145,0.383,93.406,0.497
1757,So Jah Sey Dub,So Jah Sey Dub,The Aggrovators,2011-11-01,260906,0,0.734,0.0312,0.42,0.0569,0.0778,-11.126,0.101,76.767,0.573
1758,Kalimba,Eastern System,Hector Plimmer,2016-12-09,190340,7,0.879,0.921,0.506,0.726,0.0976,-10.607,0.206,169.975,0.144
1759,Drumelody (One),Drumland Dreamland,Lori Vambe,1982-12-25,249782,0,0.513,0.00929,0.533,0.916,0.0362,-12.692,0.12,98.236,0.536
1760,Surfer's Hymn - Actress Primitive Pattern Remix,Surfer's Hymn,Panda Bear,2011-03-28,270106,0,0.739,0.00899,0.759,0.668,0.106,-7.746,0.044,122.371,0.516
1761,It Means I Love You,Oh No,Jessy Lanza,2016-05-13,281733,26,0.724,0.0815,0.627,0.573,0.0951,-8.902,0.0975,159.999,0.641
1762,When I See U,Fantasia,Fantasia,2006-12-09,217346,73,0.569,0.452,0.596,7.92e-05,0.205,-6.486,0.172,93.135,0.754
1763,Retrograde - Bonus Track,FRKWYS Vol. 13: Sunergy,Kaitlyn Aurelia Smith,2016-09-16,1100390,0,0.239,0.711,0.38,0.924,0.0899,-16.934,0.0405,126.51,0.14
1764,Gamera,A Lazarus Taxon,Tortoise,2006-08-22,713733,0,0.407,0.0972,0.519,0.776,0.14,-12.198,0.0314,118.942,0.14
1765,Lay Lady Lay,Strange Breaks & Mr Thing 3,Various Artists,2014-05-19,241060,0,0.622,0.964,0.447,0.91,0.102,-14.515,0.0338,89.986,0.584
1766,Young Death,Young Death / Nightmarket,Burial,2016-11-28,349230,20,0.321,0.753,0.483,0.207,0.387,-15.903,0.29,117.024,0.19
1767,Treetop,Rainforest,Clams Casino,2011-06-27,204093,0,0.544,0.322,0.658,0.828,0.284,-8.392,0.231,99.007,0.42
1768,Don't Save Face - Ross From Friends Remix,Don't Save Face (Ross From Friends Remix),Sam Weston,2016-11-11,502138,0,0.792,0.15,0.911,0.801,0.117,-4.305,0.351,125.003,0.541
1769,Raw Trax (Weekend Rush),Raw Trax,Basic Rhythm,2016-02-05,274285,4,0.758,0.000215,0.569,0.83,0.0835,-9.149,0.142,140.066,0.161
1770,Skate Glug,Misfits,Icarus,2002-07-10,409640,3,0.265,0.00694,0.558,0.0193,0.606,-16.224,0.0837,175.289,0.361
1771,#17,Selected Ambient Works Volume II,Aphex Twin,1994-03-07,125106,0,0.392,0.983,0.148,0.851,0.0808,-22.274,0.0305,120.877,0.0653
1772,Dannys Song,LTJ Bukem's Best of goodlooking Playlist,LTJ Bukem,2013-05-06,415866,23,0.483,0.00818,0.613,0.676,0.0823,-8.319,0.0291,156.867,0.165
1773,R.I.P. - DJ Hype Remix,"Suburban Base Records (The History of Hardcore, Jungle, Drum & Bass: 1991-1997)",Various Artists,2014,390144,0,0.622,0.0208,0.813,0.737,0.162,-8.547,0.171,164.823,0.246
1774,Seven & Three Quarters - Skank,The Complete UK Upsetter Singles Collection - Volume 4,Various Artists,2001,211426,0,0.746,0.15,0.754,0.659,0.173,-10.471,0.0959,82.085,0.771
1775,"Classical Illusion (Micron 7"")",Born to Dub You,Augustus Pablo,2014-08-04,222386,9,0.54,0.000366,0.625,0.675,0.0822,-5.26,0.0562,148.56,0.434
1776,Money Money,Money Money,Horace Andy,2002-09-01,234475,0,0.808,0.0443,0.374,0.0175,0.071,-9.955,0.0848,137.781,0.617
1777,This a the Hardest Version,A Ruffer Version: Johnny Clarke At King Tubby's 1974-78,Johnny Clarke,2002,166000,0,0.834,0.0933,0.57,0.255,0.0635,-10.45,0.0999,95.583,0.406
1778,Pursuit Mix 3,West Side Sessions,Da Sampla,2013-04-10,418598,0,0.739,0.00789,0.964,0.928,0.0206,-7.939,0.0613,124.601,0.599
1779,Higher Power,Home. House. Hardcore.,Head High,2015-03-13,370680,0,0.882,2.83e-05,0.795,0.711,0.122,-9.554,0.103,127.003,0.271
1780,Harry Lovett - Man Without a Country,Glancing Backwards: The Dawn Anthology,John Surman,2006,288413,0,0.452,0.785,0.711,0.576,0.13,-10.777,0.155,87.616,0.281
1781,Fog,Vibes Summit,Various Artists,2016-11-04,258385,4,0.272,0.974,0.0993,0.805,0.691,-24.44,0.0512,71.53,0.0431
1782,1981 Yamaha CS70M,Twenty Systems,Benge,2008-03-01,129013,0,0.466,0.916,0.0409,0.946,0.11,-25.587,0.0365,79.29,0.384
1783,In Fields,Music For A Flat Landscape: Official Soundtrack of The Goob,Luke Abbott,2015-05-24,131442,0,0.24,0.97,0.0979,0.408,0.221,-21.574,0.0368,79.993,0.0369
1784,Just Like Tom Thumb's Blues,To Love Somebody (Expanded Edition),Nina Simone,1969,288146,33,0.615,0.945,0.134,0.00316,0.0905,-20.336,0.041,97.621,0.398
1785,"If You Believe Your God Is Dead, Try Mine",Timeless Gospel Classics Vol. 6,The Swan Silvertones,2014-10-31,192013,0,0.597,0.312,0.813,1.21e-05,0.206,-8.096,0.079,105.544,0.687
1786,I'm Sending Vibrations,The Detroit Funk Vaults,Various Artists,2012-05-28,173573,0,0.615,0.511,0.849,0.344,0.491,-5.434,0.0957,105.053,0.732
1787,Baby Consuelo,Ferro Na Boneca,Novos Baianos,1970-07-19,121773,17,0.46,0.449,0.749,1.14e-06,0.17,-5.641,0.123,94.639,0.723
1788,Dual,Krishnanda,Pedro Santos,1968,177546,0,0.713,0.135,0.566,0.738,0.132,-9.25,0.0408,127.509,0.74
1789,Viola Fora De Moda,Missa Breve,Edu Lobo,2005-01-01,170453,30,0.569,0.111,0.794,0.00104,0.0839,-7.5,0.0436,106.055,0.397
1790,Patumbalacundê,Lugar Comum,João Donato,1975-01-01,184986,0,0.69,0.709,0.478,0.04,0.0982,-12.505,0.0586,105.588,0.73
