,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
165,Summer of E.S.P.,Universal Frequencies,His Name Is Alive,1996-05-28,172533,7,0.448,0.442,0.51,0.233,0.116,-11.878,0.0291,103.055,0.478
166,0000 871 0009,871,00110100 01010100,2020-12-25,32998,11,0.388,0.000348,0.235,0.841,0.114,-24.66,0.253,114.749,0.356
167,Close,Open Close Open,Robert Lippok,2016,436174,9,0.216,0.868,0.511,0.797,0.343,-16.158,0.187,81.613,0.388
168,Heroin - May 1965 Demo,Heroin - May 1965 Demo,Lou Reed,2022-07-18,235720,23,0.401,0.956,0.216,0.606,0.123,-15.123,0.0509,183.13,0.509
169,Speeding Motorcycle,Genius + Love = Yo La Tengo,Yo La Tengo,1996-09-10,210626,14,0.69,0.819,0.162,3e-06,0.085,-15.198,0.126,124.686,0.705
170,Joya,Passarinho Urbano,Joyce Moreno,1976,48066,18,0.587,0.976,0.0214,4.93e-06,0.2,-24.87,0.0875,70.189,0.871
171,Lock Groove,Seven Songs,23 Skidoo,1982-01-01,31866,11,0.585,0.867,0.195,0.671,0.111,-19.733,0.0645,185.52,0.0641
172,Benoego,"Home Boy, Sister Out",Don Cherry,1985,228960,31,0.648,0.194,0.567,0.663,0.443,-17.18,0.0412,88.025,0.835
173,Clavicle,Clavicle,Daphni,2022-07-19,213441,0,0.757,0.248,0.644,0.875,0.0799,-9.183,0.0518,125.998,0.216
174,GL,GL / Raining,Hagop Tchaparian,2022-07-15,175986,16,0.569,0.00101,0.861,0.902,0.0576,-8.124,0.0503,130.013,0.0316
175,Scythe Master,Eat Your Own Ears Recordings EP 1,Various Artists,2022-07-14,480253,40,0.644,0.0071,0.817,0.825,0.338,-8.596,0.0457,129.995,0.481
176,Raining,GL / Raining,Hagop Tchaparian,2022-07-15,220212,10,0.699,0.0399,0.206,0.399,0.0996,-11.906,0.0293,81.024,0.478
177,Brain Damage,Brain Damage,Hydraulix,2022-07-15,151875,0,0.654,0.00521,0.852,0.22,0.686,-3.823,0.038,127.974,0.4
178,mountain,mountain,DJ ADHD,2022-06-24,343520,15,0.768,0.0269,0.696,0.814,0.326,-5.87,0.0862,140.0,0.464
179,Road Less Traveled,EP3,Ola Szmidt,2022-07-08,100102,0,0.197,0.96,0.207,0.944,0.0991,-14.671,0.0362,34.795,0.0306
180,Joy Squad - Facta & K-Lone Remix,Joy Squad / Primes (Facta & K-Lone and Parris Remixes),Koreless,2022-06-28,251815,28,0.82,0.000322,0.5,0.887,0.0883,-7.755,0.128,124.987,0.0892
181,Swerve - Original,Swerve,Anthony Naples,2022-06-28,358437,30,0.742,0.000187,0.86,0.49,0.147,-6.736,0.0522,129.985,0.927
182,Cloudy,Cloudy,Daphni,2022-06-30,411818,0,0.863,0.00205,0.601,0.931,0.0838,-8.997,0.0703,128.014,0.198
183,Ghosts,Icons,Two Shell,2022-06-30,353398,36,0.693,0.217,0.858,0.855,0.0989,-10.401,0.0479,126.986,0.138
184,Looking at Your Pager - Extended,Looking At Your Pager,KH,2022-06-10,350417,38,0.689,0.338,0.864,0.153,0.215,-7.119,0.0327,140.015,0.569
185,bda creature,bda creature,altrice,2022-06-14,291400,0,0.71,0.000855,0.866,0.466,0.0607,-4.891,0.0441,126.028,0.196
186,Is it Me or is it You?,Is it Me or is it You?,Kaitlyn Aurelia Smith,2022-06-15,387000,19,0.653,0.469,0.759,0.691,0.297,-8.915,0.0441,120.028,0.0515
187,Vathapi: Hamsadhwani - Aadi - Dikshitar,Jalatharangam,Anayampatti S Dhandapani,1994-03-12,522586,10,0.461,0.571,0.824,0.735,0.345,-9.031,0.0385,96.67,0.855
188,C Tactile Afferent,C Tactile Afferent,Ola Szmidt,2022-06-06,216102,0,0.362,0.902,0.225,0.0206,0.109,-10.234,0.032,100.42,0.192
189,Final Speaking,Air Texture VIII Anthony Naples + DJ Python,Anthony Naples,2022-06-10,296775,13,0.679,0.495,0.621,0.926,0.0718,-12.589,0.0406,106.993,0.784
190,Shush,Shush,HIJINX,2022-04-15,234432,14,0.809,0.00742,0.712,0.0979,0.324,-9.67,0.0996,139.985,0.242
191,Z,Diary Of An Afro Warrior (Expanded Edition),Benga,2008-03-10,310253,12,0.76,0.000844,0.755,0.59,0.179,-9.247,0.0601,139.966,0.123
192,Looking at Your Pager,Looking at Your Pager,KH,2022-05-20,174417,50,0.708,0.236,0.872,0.0661,0.108,-6.719,0.0336,140.063,0.742
193,Miamo - Tutti,Happiness,Lisa Germano,1994-04-11,117760,10,0.483,0.735,0.232,0.953,0.201,-18.468,0.0334,104.883,0.0967
194,Mia Fora Thymamai,Arleta,Arleta,2009-10-22,150986,28,0.518,0.986,0.177,0.00155,0.109,-12.642,0.048,119.699,0.423
195,My Mother the War,The Wishing Chair,"10,000 Maniacs",1985-09-11,212320,23,0.399,5.28e-05,0.932,0.241,0.106,-7.68,0.0718,173.097,0.633
196,Cherry,Cherry,Daphni,2022-05-23,355920,0,0.672,0.0132,0.976,0.118,0.0398,-8.73,0.0368,134.006,0.759
197,Jasper's Song,Palaces,Flume,2022-05-20,181051,39,0.408,0.983,0.444,0.935,0.124,-7.27,0.0306,96.051,0.0648
198,Pods,Pods,Two Shell,2022-05-19,242892,25,0.628,0.117,0.817,0.668,0.121,-10.403,0.087,133.916,0.186
199,Aruca,Shot Forth Self Living,Medicine,1992,288800,18,0.402,0.0226,0.944,0.805,0.404,-6.997,0.0579,109.045,0.433
200,Turn It Up,Afrodisiac,Brandy,2004,252853,25,0.522,0.438,0.935,0.000188,0.162,-4.4,0.0867,96.93,0.871
201,The Seventh Veil,Jelly Belly,Nai Bonet,1966-08-27,103112,5,0.368,0.0544,0.714,0.753,0.302,-6.766,0.0368,162.007,0.758
202,Baby - Remastered,Tropicália Ou Panis Et Circensis,Various Artists,1968,217773,29,0.541,0.032,0.347,0.0,0.135,-7.898,0.0328,116.009,0.797
203,Thirteen Ways of Looking,Made Out of Sound,Chris Corsano,2021-03-26,191148,11,0.215,0.168,0.75,0.798,0.2,-6.19,0.0457,100.7,0.253
204,Nannou,Windowlicker,Aphex Twin,1999-03-22,255773,0,0.709,0.725,0.594,0.938,0.0789,-15.616,0.0592,151.984,0.47
205,Floating Ashes,Floating Ashes,Nabil Hayat,2022-05-16,364901,5,0.787,0.0803,0.921,0.907,0.11,-9.816,0.0883,135.01,0.216
206,Jung,Jung,Belief,2022-04-28,285748,12,0.642,0.428,0.779,0.831,0.134,-12.621,0.0456,129.997,0.347
207,Chlorophyll,Chlorophyll,Villager,2022-04-27,286363,32,0.703,0.178,0.783,0.874,0.118,-8.169,0.0966,132.008,0.702
208,Buchla,Beautiful Rewind,Four Tet,2013-10-04,251858,23,0.816,0.0512,0.507,0.0035,0.104,-14.098,0.135,129.023,0.441
209,Phosycon,Cash Romantic,Overmono,2022-04-08,311954,31,0.801,0.101,0.562,0.903,0.132,-9.375,0.0452,104.989,0.0682
210,Affection - Solomun Remix,Affection (Solomun Remix),Boys Noize,2022-04-22,312338,36,0.769,0.0871,0.611,0.704,0.102,-9.462,0.0688,127.996,0.65
211,Aus,Hotel Paral.lel,Fennesz,2022-04-22,240000,7,0.726,0.41,0.539,0.875,0.101,-8.998,0.0444,119.845,0.187
212,Salutation Akazéhé,Burundi : musiques traditionnelles,Various Artists,2015-02-24,103773,11,0.492,0.953,0.0971,0.0,0.179,-24.093,0.543,110.823,0.842
213,Xang Xu Liu,Viêt-Nam : Musique du Cai Luong (Prix France Musique des musiques du monde 2007),Huong Thanh,2008,107826,9,0.439,0.964,0.0919,0.05,0.0876,-19.257,0.0457,120.408,0.435
214,Sirens,Sirens,Flume,2022-03-30,238019,31,0.324,0.123,0.743,0.00165,0.0993,-3.358,0.0805,74.618,0.0864
215,Grammar,Grammar,Floating Points,2022-04-05,210461,0,0.848,0.00324,0.687,0.599,0.0795,-7.888,0.161,130.001,0.634
216,Ulu - FaltyDL Remix,Ulu - FaltyDL Remix,Belief,2022-03-23,255216,9,0.689,0.0223,0.58,0.87,0.0941,-14.473,0.0487,125.145,0.13
217,Tu Mere Saath Rahega Munne,Trishul (Original Motion Picture Soundtrack),Khayyam,1977-12-01,391906,9,0.323,0.607,0.297,0.0,0.119,-12.731,0.0282,78.838,0.281
218,Dream That Never Came True,The Complete Blue Cat Years,The Ad Libs,2006-01-01,182000,10,0.521,0.297,0.56,8.64e-06,0.176,-9.195,0.0396,138.286,0.536
219,Step on Step,Step on Step,Charles Stepney,2022-03-23,237444,14,0.689,0.905,0.406,0.835,0.0999,-13.681,0.0341,104.818,0.624
220,You Don't Have To Worry,You Don't Have To Worry,Doris,2015-02-23,162180,39,0.457,0.157,0.549,0.0546,0.398,-5.354,0.03,76.011,0.444
221,Sansanikhez Koi Baat,Sansani (Original Motion Picture Soundtrack),Hemant Bhosle,1981-01-01,193400,9,0.679,0.651,0.761,0.0395,0.16,-15.06,0.0459,124.7,0.839
222,Mahjong - Rudy Van Gelder 24 Bit Mastering/1999 Digital Remaster,JuJu,Wayne Shorter,1965-07-01,464360,25,0.361,0.743,0.479,9.09e-06,0.185,-8.77,0.0298,84.219,0.415
223,Dr. Cheikh Modibo Diarra,Toumani & Sidiki,Toumani Diabaté,2014-05-05,176543,0,0.613,0.951,0.368,0.92,0.138,-14.424,0.0368,144.787,0.782
224,pinky ring,pinky ring / red velve7,Joy Orbison,2022-03-16,279762,37,0.856,0.00992,0.658,0.162,0.0883,-6.714,0.0841,135.013,0.19
225,Vocoder,Vocoder,Floating Points,2022-03-09,455000,39,0.784,0.00139,0.859,0.795,0.0889,-8.534,0.0834,135.004,0.102
226,Plonk VI,Plonk,Huerco S.,2022-02-25,564154,0,0.61,0.267,0.448,0.736,0.302,-14.103,0.0607,124.066,0.262
227,Midnight Zero,Midnight Zero,Malin Genie,2022-02-04,409216,10,0.865,0.163,0.616,0.828,0.13,-12.422,0.205,127.942,0.269
228,Quixotic Algorithmic Hubris,Shanzhai Acid,Isambard Khroustaliov,2022-03-04,187628,3,0.185,0.934,0.276,0.0906,0.227,-15.839,0.0344,128.807,0.0386
229,Startrack,Rips,Nikki Nair,2022-02-23,346000,32,0.529,0.00811,0.97,0.914,0.161,-2.815,0.0564,135.015,0.0755
230,Absolute Unit,Turn Right And Right Again,Dog Unit,2022-03-11,484695,0,0.595,0.00347,0.462,0.867,0.0965,-10.412,0.0281,130.976,0.433
231,Through the Woods,Urban Driftwood,Yasmin Williams,2021-01-29,319293,0,0.384,0.919,0.367,0.849,0.0797,-14.229,0.039,98.124,0.545
232,Nova,Nova / Moth,Burial,2022-02-11,342000,54,0.675,0.516,0.759,0.934,0.372,-13.982,0.0543,127.991,0.129
233,Moth,Nova / Moth,Burial,2022-02-11,560680,43,0.915,0.681,0.607,0.85,0.118,-13.917,0.24,117.458,0.474
234,True Love,Lea In Love,Barbara Lea,1990-01-01,176706,18,0.267,0.984,0.0645,0.167,0.0821,-22.565,0.0373,76.21,0.128
235,Secret Love,Dorothy Ashby,Dorothy Ashby,2000-01-01,215973,0,0.486,0.914,0.377,0.439,0.0991,-17.847,0.0399,119.429,0.625
236,Hollywood,Zuckerzeit,Cluster,1974-01-01,285933,34,0.844,0.155,0.326,0.893,0.105,-17.932,0.0413,130.28,0.509
237,Merryland,Merryland,Cristale,2021-11-03,190638,19,0.885,0.226,0.729,0.0,0.107,-4.367,0.212,141.013,0.539
238,HitMan - Marvellous Cain Mix,Suburban Base 25 - Selected By Uncle Dugs,Uncle Dugs,2017-01-20,328982,0,0.628,0.00077,0.829,0.785,0.0683,-10.82,0.0789,160.145,0.568
239,Lovefingers,Silver Apples,Silver Apples,1968-06-01,249666,31,0.594,0.319,0.619,0.00765,0.119,-9.147,0.0437,118.954,0.323
240,Nightwalk,Colours,The Memory Band,2021-11-01,128570,5,0.256,0.756,0.288,0.86,0.138,-16.444,0.036,140.444,0.259
241,The World's Fair,All The Bright Coins,Simone Felice,2022-01-28,269536,6,0.633,0.891,0.194,0.0,0.108,-14.078,0.304,132.928,0.275
242,Cracking,"CooP - Fast Folk Musical Magazine (Vol. 1, No. 1)",Various Artists,1982-01-01,192000,8,0.418,0.942,0.031,0.896,0.109,-28.14,0.0421,143.85,0.501
243,Night Journeys II,Night Journeys II,Courtesy,2022-01-25,436776,28,0.158,0.242,0.778,0.885,0.087,-11.91,0.0453,178.339,0.136
244,home,home,Two Shell,2022-01-20,245472,44,0.731,0.472,0.94,0.674,0.0987,-6.634,0.0501,162.017,0.672
245,Acompañado - Original Mix,Acompañado,Arapu,2021-08-05,804606,19,0.806,0.000199,0.567,0.831,0.103,-10.919,0.0637,127.016,0.268
246,Dust,Wave Your Moonlight Hat For The Snowfall Train,You'll Never Get to Heaven,2021-11-19,155909,0,0.278,0.978,0.158,0.532,0.0942,-17.037,0.0423,184.955,0.221
247,Watchlar,Iceblink Luck,Cocteau Twins,1990-08-28,196000,40,0.67,0.269,0.559,0.703,0.0921,-9.312,0.0352,150.403,0.978
248,She is Spring,Aesthete,John Beltran,2021-06-23,376259,7,0.673,0.194,0.8,0.929,0.102,-8.769,0.0565,95.01,0.757
249,The Base 10,The Base 10,Ola Szmidt,2021-11-05,209875,0,0.245,0.871,0.263,0.0291,0.114,-15.951,0.0336,173.978,0.144
250,I Talk To The Wind,In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),King Crimson,1969-10-10,365659,56,0.281,0.545,0.309,0.618,0.109,-17.589,0.0373,81.173,0.309
251,alotta cake,DS4EVER,Gunna,2022-01-06,193986,26,0.899,0.237,0.547,0.0,0.124,-6.763,0.29,120.11,0.595
252,Meet Joe Black,Magic,Nas,2021-12-24,171398,48,0.641,0.185,0.937,0.0,0.7,-4.016,0.334,90.517,0.611
253,Multiplay,Multiplay,Tyondai Braxton,2022-01-11,219937,7,0.697,0.678,0.983,0.898,0.0688,-10.435,0.0902,159.986,0.43
254,Way Of Life,"Soul Jazz Records presents BLACK RIOT: Early Jungle, Rave and Hardcore",Various Artists,2020-05-22,373440,4,0.717,0.000288,0.409,0.871,0.0769,-16.168,0.0949,155.224,0.0683
255,Upstairs Flat,Antidawn EP,Burial,2022-01-06,367775,24,0.255,0.649,0.313,0.211,0.252,-22.131,0.103,135.639,0.0582
256,Four Folks,Forfolks,Jeff Parker,2021-12-10,334533,24,0.356,0.988,0.0792,0.915,0.111,-18.685,0.0462,73.886,0.0433
257,Rockport Sunday - 2008 Remaster,The Circle Game [Expanded & Remastered],Tom Rush,1968,277000,19,0.433,0.942,0.0456,0.899,0.0994,-23.02,0.0562,79.681,0.0537
258,Sally Free And Easy,On The Shore,Trees,1971-01-01,608548,0,0.302,0.679,0.493,0.399,0.147,-11.72,0.0282,81.84,0.123
259,I Live For You - Day 1 Demo / Take 1,All Things Must Pass (50th Anniversary/Super Deluxe),George Harrison,2021-08-06,203573,0,0.631,0.684,0.432,0.000123,0.0977,-13.475,0.0349,75.686,0.401
260,Entra y Sale,Manduka,Manduka,1972,352136,22,0.483,0.757,0.55,0.259,0.131,-11.559,0.0507,123.469,0.636
261,Neveen,Egyptian Jazz,Salah Ragab,2021-06-04,474866,25,0.574,0.334,0.865,0.000133,0.166,-7.63,0.0558,110.76,0.725
262,My Favourite Things,Holy Long Hairs: Lost Psychedelic Rock Nuggets from India 1967-1972,Various Artists,2018,158240,0,0.684,0.706,0.735,0.000295,0.216,-7.715,0.0351,97.325,0.942
263,Il barone rosso,La bellissima estate (Original Motion Picture Soundtrack),Alberto Pomeranz,2010-01-01,174280,23,0.588,0.363,0.492,0.0,0.0457,-9.601,0.0296,147.983,0.859
264,Phonolydian,Dia / Phonolydian,Tyondai Braxton,2021-12-08,266400,7,0.817,0.188,0.5,0.921,0.0538,-12.037,0.0562,100.008,0.0902
265,Migi,Migi,Tsuruda,2021-07-16,240216,28,0.557,0.0553,0.651,0.762,0.0801,-7.711,0.163,105.021,0.218
266,SHADOW,MiiRROR,BABii,2021-05-21,155076,23,0.713,0.0247,0.538,0.000185,0.12,-10.587,0.0316,130.002,0.16
267,A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002-04-30,237493,79,0.56,0.323,0.825,0.0,0.161,-3.862,0.0379,94.931,0.268
268,YGT YGT YGT,YGT YGT YGT,Posij,2021-10-27,276413,18,0.834,0.0495,0.871,0.853,0.0756,-2.849,0.0454,140.014,0.789
269,Plonk IV,Plonk IV,Huerco S.,2021-11-17,333048,0,0.752,0.00253,0.731,0.915,0.0728,-12.547,0.0594,144.966,0.516
270,Winter Flower,Winter Flower,Clams Casino,2021-11-17,173194,21,0.359,0.293,0.0292,0.796,0.0852,-10.066,0.0382,153.973,0.079
271,"Carey - Live on In Concert, BBC, Paris Theatre, London, England, 10/29/1970","Joni Mitchell Archives, Vol. 2: The Reprise Years (1968-1971)",Joni Mitchell,2021-11-12,186381,0,0.434,0.897,0.653,0.0,0.67,-14.711,0.29,144.986,0.795
272,My Friend of Misery - From Jason's Riff Tapes,Metallica (Remastered Deluxe Box Set),Metallica,2021-09-10,277892,29,0.75,0.874,0.21,0.942,0.111,-19.358,0.0368,109.65,0.499
273,Magnet Pulls Through,Tortoise,Tortoise,1994-09-01,278040,19,0.541,0.133,0.245,0.795,0.11,-17.452,0.0339,68.398,0.0435
274,Houston in Two Seconds,Music by Ry Cooder,Ry Cooder,1995,121826,41,0.256,0.917,0.0458,0.0419,0.125,-23.396,0.0602,171.818,0.12
275,Lost in A Lonely World,The Best of the Ethics,The Ethics,2003-01-01,154866,38,0.504,0.92,0.116,0.0706,0.103,-11.122,0.0351,105.175,0.195
276,Conducted Rhythms,Peanut Butter Wolf's Jukebox 45's,Various Artists,2002-09-01,111000,0,0.827,0.323,0.472,0.616,0.56,-7.085,0.33,105.942,0.82
277,Love Cry,Love Cry / The Last Album,Albert Ayler,2011-01-01,232640,0,0.263,0.0281,0.543,0.218,0.0748,-10.897,0.0503,80.867,0.529
278,Love Cry,There Is Love in You (Expanded Edition),Four Tet,2010-01-25,553499,34,0.752,0.636,0.791,0.752,0.1,-12.4,0.0557,116.0,0.109
279,IPT2,EP C/B EP,Battles,2006-02-06,109746,0,0.756,0.365,0.904,0.426,0.0872,-5.606,0.0454,153.787,0.943
280,Aurora,Cocoon,Björk,2002-03-11,68293,0,0.444,0.93,0.0335,4.99e-06,0.0969,-24.633,0.0434,63.672,0.0662
281,Hub Myth,Zeagma,Leafcutter John,2001-04-30,71333,2,0.82,0.365,0.988,0.868,0.056,-8.558,0.0525,114.992,0.0592
282,Into The Light,The Distance,Totally Enormous Extinct Dinosaurs,2021-10-27,301061,24,0.69,0.000531,0.866,0.854,0.483,-7.317,0.0699,126.011,0.131
283,Jen 3 - Original Mix,I Am Jen Album,Jen Series,2016-02-29,329142,7,0.778,0.0234,0.757,0.935,0.106,-11.237,0.0622,139.996,0.0943
284,Drums,Melodies Record Club #002: Ben UFO selects,Various Artists,2021-10-08,428739,0,0.535,0.732,0.422,0.971,0.11,-21.06,0.157,120.744,0.245
285,Romantics,Sixteen Oceans,Four Tet,2020-03-13,297216,36,0.692,0.496,0.411,0.881,0.0923,-7.766,0.0376,134.04,0.159
286,Versus - Instrumental,Versus,SL,2021-04-09,174302,18,0.812,0.295,0.498,0.626,0.316,-12.986,0.502,141.863,0.439
287,Natural (feat. Big Ever),Natural (feat. Big Ever),Logic1000,2021-10-14,239240,0,0.826,0.462,0.302,0.876,0.0805,-11.666,0.0679,128.005,0.129
288,Echoes From Mamori,Melodies Record Club #002: Ben UFO selects,Various Artists,2021-10-08,778678,0,0.78,0.0139,0.796,0.00011,0.278,-6.873,0.0555,124.001,0.25
289,Aspirations,Astral Traveling,Lonnie Liston Smith,2014-01-27,263253,0,0.51,0.945,0.0831,0.912,0.113,-21.317,0.0289,98.625,0.0365
290,Amma Dekh Tera,Munda Bigra Jaye (Pakistani Film Soundtrack),Various Artists,1995-01-01,282792,6,0.884,0.0769,0.774,0.108,0.369,-7.507,0.0661,132.136,0.927
291,Kana Soro,"Afrobeat Airways, Vol. 2: Return Flight to Ghana 1974-1983 (Analog Africa No. 14)",Various Artists,2013-09-16,168413,7,0.493,0.132,0.395,1.11e-06,0.0583,-13.169,0.0807,103.988,0.783
292,Harmonic Frequencies,Harmonic Frequencies,Elkka,2021-09-22,250993,28,0.716,0.0574,0.86,0.00195,0.1,-8.195,0.0555,132.008,0.507
293,Space 7,Space 1.8,Nala Sinephro,2021-09-03,101298,0,0.198,0.909,0.14,0.778,0.0957,-23.394,0.0391,111.314,0.0579
294,Another Source,DNA,Burnski,2016-11-21,339981,8,0.926,0.127,0.526,0.806,0.104,-14.097,0.201,130.022,0.618
295,Silk,Silk,moktar,2021-08-04,302794,28,0.74,0.000912,0.749,0.903,0.0918,-7.885,0.0641,127.969,0.498
296,Trip to Your Heart,Femme Fatale (Deluxe Version),Britney Spears,2011-03-28,213773,39,0.679,0.0621,0.813,0.0,0.272,-5.237,0.295,125.033,0.642
297,Tales From The Trash Stratum,Tales From The Trash Stratum,Oneohtrix Point Never,2021-09-13,189083,0,0.389,0.756,0.421,0.431,0.37,-11.311,0.0482,89.73,0.268
298,Se Rompen,Se Rompen,Waleed,2021-08-06,322418,0,0.808,0.18,0.719,0.691,0.107,-9.671,0.162,130.997,0.359
299,Chameleon,Chameleon,Anthony Naples,2021-09-03,299821,0,0.617,0.0047,0.618,0.675,0.281,-11.498,0.0516,149.974,0.301
300,Echoes - Radio Edit 1,Echoes (Anniversary Edition),Directions,2021-09-03,278622,8,0.676,0.378,0.609,0.933,0.102,-9.195,0.032,92.542,0.784
301,Breathe Me - Four Tet Remix,Colour The Small One (Deluxe Edition),Sia,2004-01-01,301106,30,0.836,0.0694,0.478,0.0318,0.0823,-9.978,0.0789,120.005,0.633
302,Main Akeli Raat Jawan,Purana Mandir (Original Motion Picture Soundtrack),Ajit Singh,1984-01-01,327000,17,0.694,0.423,0.721,6.59e-05,0.146,-5.836,0.0595,111.381,0.853
303,Echoes - Radio Edit 2,Echoes (Anniversary Edition),Directions,2021-09-03,267008,6,0.715,0.544,0.449,0.823,0.0736,-16.516,0.0656,92.018,0.815
304,I Don't Know If That's Just Dreaming,Chameleon,Anthony Naples,2021-09-03,316216,0,0.609,0.0527,0.912,0.859,0.285,-10.483,0.0358,94.001,0.908
305,Mam Pe'ela Su'ure,Mam Pe'ela Su'ure,Florence Adooni,2021-03-12,229009,36,0.619,0.412,0.807,0.0,0.256,-6.78,0.0372,94.098,0.965
306,Fang Jai Viangjan,"The Sound of Siam, Vol. 2 (Molam & Luk Thung Isan From North-East Thailand 1970 - 1982)",Various Artists,2014-05-26,248453,0,0.479,0.663,0.461,0.0,0.124,-6.716,0.154,166.376,0.569
307,Dance Of The Inhabitants Of The Invisible City Of Bladensburg,The Yellow Princess,John Fahey,1968,250000,14,0.205,0.0727,0.183,0.821,0.139,-20.052,0.0491,87.684,0.0348
308,GREEN SPORE VALLEY,META,2hollis,2021-08-05,221250,34,0.596,0.431,0.452,0.0,0.896,-10.286,0.0702,127.422,0.275
309,It Goes,More Is Different,Nikki Nair,2021-08-20,438013,18,0.734,0.00166,0.728,0.665,0.374,-8.294,0.12,140.976,0.183
310,swag w/ kav,still slipping vol. 1,Joy Orbison,2021-08-13,244706,36,0.802,0.000481,0.564,0.257,0.119,-12.018,0.0672,134.018,0.331
311,The Wrong Wolf,The Neverending Story,Ferro,2017-04-17,471496,11,0.849,0.00269,0.754,0.879,0.199,-10.871,0.241,126.988,0.369
312,Hi,But You Caint Use My Phone (Mixtape),Erykah Badu,2015-11-27,35449,43,0.0,0.88,0.307,0.00196,0.198,-9.69,0.0,0.0,0.0
313,Good Vybe,Now Thing 2,Various Artists,2021-07-02,224952,11,0.758,0.000275,0.652,0.901,0.0653,-5.534,0.0553,94.999,0.5
314,You Get Me Everytime - A1,Mixing Potions,Persian,2014-07-21,300714,7,0.953,0.0924,0.927,1.99e-05,0.0765,-6.77,0.325,129.052,0.782
315,in drink,still slipping vol. 1,Joy Orbison,2021-08-13,175280,47,0.802,0.0929,0.504,0.683,0.216,-13.597,0.0555,122.009,0.0943
316,Echoes - Continental Drift Version,Echoes (Continental Drift Version),Directions,2021-08-03,563729,0,0.667,0.342,0.529,0.92,0.0884,-10.05,0.0387,92.505,0.714
317,Drum Story,Spirit Walk,Steve Reid Ensemble,2021-07-30,870426,2,0.386,0.146,0.447,0.377,0.108,-16.914,0.1,181.267,0.482
318,One String Boogie,"Living Country Blues USA, Vol. 10 - Country Boogie",Various Artists,1982,300493,6,0.649,0.886,0.624,0.0728,0.298,-9.706,0.491,164.542,0.961
319,Little Umbrellas - 1969 Rhythm Track Mix,The Hot Rats Sessions,Frank Zappa,2019-12-20,190786,9,0.45,0.557,0.511,0.809,0.135,-15.481,0.0301,135.809,0.418
320,Send In The Clowns,From Broadway To Hollywood,Lorez Alexandria,2011-03-16,237240,28,0.684,0.471,0.361,0.0108,0.0994,-12.936,0.153,127.152,0.508
321,Pata Das Ni,Tahira Syed,Tahira Syed,1976-01-01,352053,9,0.554,0.952,0.361,0.00652,0.14,-13.292,0.0397,74.109,0.728
322,Moto centripeto,Here and Now No. 1,Lesiman,1973-08-10,161186,0,0.412,0.604,0.382,0.693,0.113,-15.227,0.0336,125.847,0.491
323,Cuídese de los ángeles que caen,Música de Rafael Aponte Ledée,Various Artists,2017-12-29,432810,0,0.277,0.992,0.209,0.881,0.546,-20.466,0.0583,105.276,0.0674
324,First Stage,Osho Kundalini Meditation,OSHO,1978,880533,34,0.617,0.909,0.725,0.941,0.103,-15.626,0.0537,132.791,0.627
325,Crab Ride,Fief Fief,Karima F,2021-06-11,323420,14,0.792,3.94e-05,0.948,0.772,0.0733,-3.873,0.0787,131.006,0.496
326,LOST IN ABYSS,LOST IN ABYSS EP,SCOTTIE DEE,2020-08-10,435153,0,0.824,0.000381,0.76,0.94,0.0731,-4.981,0.0566,119.997,0.536
327,Strangers,Agor,Koreless,2021-07-09,345560,16,0.353,0.371,0.316,0.0646,0.28,-11.159,0.0327,159.942,0.0859
328,Anthropology,Epitome,Jayla Kai,2021-07-16,276306,0,0.629,0.964,0.0441,3.14e-05,0.0971,-18.113,0.0426,143.58,0.4
329,Swapnaman Aavi Mane,Vavajodu (Original Motion Picture Soundtrack),Avinash Vyas,1984-12-31,395413,5,0.351,0.666,0.421,0.000672,0.281,-11.136,0.0461,77.395,0.62
330,BMW Track,BMW Track / So U Kno,Overmono,2021-06-16,443800,0,0.738,0.0153,0.914,0.876,0.61,-5.998,0.0479,133.994,0.829
331,Pattern 11,Tracks On Delivery,Roman Flügel,2020-10-23,311405,5,0.781,0.000129,0.895,0.877,0.107,-12.305,0.101,135.976,0.349
332,Safe In My Arms,Safe In My Arms / YourLove,Logic1000,2021-07-14,218226,38,0.839,0.167,0.737,0.881,0.119,-7.29,0.0509,121.994,0.502
333,Victor and Carolyn,Start Breaking My Heart (Special Edition),Caribou,2001-03-26,357933,21,0.733,0.176,0.608,0.753,0.0944,-12.967,0.0691,130.012,0.378
334,Teenage Birdsong,Sixteen Oceans,Four Tet,2020-03-13,205421,45,0.633,0.475,0.866,0.723,0.0955,-7.166,0.0558,195.986,0.0625
335,Ever Never,Beautiful Rewind,Four Tet,2013-10-04,31621,19,0.474,0.984,0.0647,3.8e-05,0.218,-29.876,0.507,118.578,0.16
336,Angels - Four Tet Remix,Angels (Four Tet Remix),The xx,2013-02-18,325089,0,0.529,0.934,0.318,0.807,0.102,-19.871,0.061,92.108,0.343
337,Parallel 3,Parallel,Four Tet,2020-12-25,48168,29,0.379,0.988,0.128,0.861,0.1,-20.533,0.0994,67.686,0.0657
